Fractional Year,,Year,Month,Day,"-90,-80","-80,-70","-70,-60","-60,-50","-50,-40","-40,-30","-30,-20","-20,-10","-10,0","0,10","10,20","20,30","30,40","40,50","50,60","60,70","70,80","80,90"
1929.1288,704600,1929,2,17,0,4,17,12,0,0,0,0,0,0,0,0,0,0,3,7,5,0
1929.1315,704600,1929,2,18,0,11,17,0,6,0,0,0,0,0,0,0,0,4,13,10,0,0
1929.1342,704600,1929,2,19,2,6,4,9,0,0,0,0,0,0,0,0,0,4,5,3,4,0
1929.137,704600,1929,2,20,0,9,8,6,7,0,0,0,0,0,0,1,0,3,9,15,5,0
1929.1397,704600,1929,2,21,2,3,4,7,2,0,0,0,0,0,0,1,0,8,8,12,16,0
1929.1425,704610,1929,2,22,0,5,8,10,3,1,0,0,0,0,0,0,0,5,10,16,10,0
1929.1452,704610,1929,2,23,0,4,16,3,0,0,0,0,0,0,0,0,0,3,9,11,7,1
1929.1479,704610,1929,2,24,0,8,4,3,1,0,0,0,0,0,0,0,0,6,8,16,9,0
1929.1507,704610,1929,2,25,0,4,6,6,1,0,0,0,0,0,0,0,0,6,16,13,6,0
1929.1562,704610,1929,2,27,0,5,12,6,1,0,0,0,0,0,0,0,0,1,3,4,3,0
1929.1589,704610,1929,2,28,0,8,13,6,1,0,0,0,0,0,0,0,0,3,3,9,5,0
1929.1616,704610,1929,3,1,1,6,0,2,0,0,0,0,0,0,0,0,0,2,6,7,0,0
1929.1644,704610,1929,3,2,0,5,6,8,2,0,0,0,0,0,0,0,2,5,8,9,10,2
1929.1671,704620,1929,3,3,0,4,6,16,14,0,0,0,0,0,0,0,0,1,9,15,7,0
1929.1753,704620,1929,3,6,0,8,13,19,9,7,0,0,0,0,0,0,0,1,1,17,14,1
1929.1781,704620,1929,3,7,1,7,15,15,11,9,1,0,0,0,1,3,8,22,32,12,2,0
1929.1808,704620,1929,3,8,0,4,19,13,4,0,0,0,0,0,0,0,0,11,22,12,8,0
1929.1836,704620,1929,3,9,0,4,7,9,6,0,0,0,0,0,0,0,0,4,11,13,7,0
1929.1863,704620,1929,3,10,1,4,9,3,1,2,1,0,0,0,0,0,0,3,14,16,6,0
1929.189,704620,1929,3,11,0,5,7,5,3,2,0,0,0,0,0,0,0,13,10,10,2,0
1929.1918,704620,1929,3,12,0,2,13,9,7,0,0,0,0,0,0,0,0,6,4,5,6,0
1929.1945,704620,1929,3,13,0,5,7,7,1,0,0,0,0,0,0,0,0,4,14,10,1,0
1929.1973,704630,1929,3,14,2,7,2,6,11,2,0,0,0,0,0,0,0,7,7,5,3,0
1929.2,704630,1929,3,15,0,0,10,20,3,0,0,0,0,0,0,0,0,0,2,5,1,0
1929.6192,704780,1929,8,15,1,5,1,4,8,1,1,0,0,0,0,0,0,2,7,8,4,1
1929.6219,704780,1929,8,16,0,3,20,18,1,0,0,0,0,0,0,0,0,5,11,14,25,0
1929.6247,704780,1929,8,17,0,7,12,11,3,1,0,0,0,0,0,0,1,4,17,14,0,0
1929.6274,704780,1929,8,18,1,5,13,18,12,2,0,0,0,0,0,0,0,9,9,2,3,0
1929.6384,704790,1929,8,22,5,17,11,8,0,0,0,0,0,0,0,0,1,11,13,15,6,1
1929.6411,704790,1929,8,23,0,9,8,4,2,0,0,0,0,0,0,0,0,9,5,12,6,1
1929.6438,704790,1929,8,24,0,6,7,13,4,1,0,0,0,0,0,0,0,5,7,10,2,0
1929.6466,704790,1929,8,25,3,6,10,8,7,10,2,0,0,0,0,0,3,4,3,9,13,0
1929.6493,704790,1929,8,26,0,10,15,10,3,0,0,0,0,0,0,0,0,0,13,4,0,0
1929.6521,704790,1929,8,27,2,12,15,12,7,0,0,1,0,0,0,0,3,2,3,6,5,0
1929.6548,704790,1929,8,28,0,12,7,3,0,0,0,0,0,0,0,0,3,4,9,22,7,0
1929.6575,704790,1929,8,29,0,2,10,15,3,2,0,0,0,0,0,0,0,8,19,14,5,0
1929.6603,704800,1929,8,30,0,7,12,15,16,1,0,0,0,0,0,0,0,2,7,2,1,0
1929.663,704800,1929,8,31,2,6,19,12,8,0,0,0,0,0,0,0,0,1,3,6,5,0
1929.6658,704800,1929,9,1,0,8,4,7,5,9,0,0,0,0,0,0,0,0,2,7,6,0
1929.6685,704800,1929,9,2,0,8,17,2,3,0,0,0,0,0,1,0,1,2,4,1,4,0
1929.6712,704800,1929,9,3,1,5,8,4,3,0,0,0,0,0,0,0,0,0,2,9,5,0
1929.674,704800,1929,9,4,0,3,15,7,0,0,0,0,0,0,0,0,0,0,3,17,12,0
1929.6767,704800,1929,9,5,0,1,3,9,5,0,0,0,0,0,0,0,0,5,19,28,5,0
1929.6795,704800,1929,9,6,0,8,17,13,2,0,0,0,0,0,0,0,0,3,13,18,13,0
1929.6822,704800,1929,9,7,0,6,2,2,1,0,0,0,0,0,0,0,0,0,7,30,3,0
1929.6849,704800,1929,9,8,0,3,3,6,3,0,0,0,0,0,0,0,1,5,21,13,4,0
1929.6877,704800,1929,9,9,0,3,11,4,0,0,0,0,0,0,0,0,1,2,0,3,0,0
1929.6904,704810,1929,9,10,1,11,13,6,0,0,0,0,0,0,0,0,0,4,7,8,8,2
1929.6932,704810,1929,9,11,2,8,9,0,1,0,0,0,0,0,0,0,0,0,6,14,8,0
1929.6959,704810,1929,9,12,1,3,8,11,7,0,0,0,0,0,0,0,0,4,12,17,9,0
1929.6986,704810,1929,9,13,0,10,17,7,10,3,0,0,0,0,0,0,1,10,5,12,6,0
1929.7014,704810,1929,9,14,5,11,11,12,3,2,0,0,0,0,0,0,0,0,1,9,5,1
1929.7041,704810,1929,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930.1233,704960,1930,2,15,0,7,11,5,0,0,0,0,0,0,0,0,0,4,16,5,0,0
1930.1315,704970,1930,2,18,0,1,8,19,5,0,0,0,0,0,0,0,5,9,9,18,8,0
1930.137,704970,1930,2,20,0,9,11,3,0,0,0,0,0,0,0,0,0,9,11,12,6,0
1930.1397,704970,1930,2,21,0,0,3,2,6,0,2,1,0,0,0,0,5,4,5,11,4,0
1930.1425,704970,1930,2,22,0,3,11,7,10,5,0,0,0,0,0,0,0,0,7,2,0,0
1930.1479,704970,1930,2,24,2,3,7,6,4,1,0,0,0,0,0,0,0,1,4,12,9,0
1930.1507,704970,1930,2,25,0,8,8,9,9,1,0,0,0,0,0,0,1,3,13,15,7,0
1930.1534,704980,1930,2,26,0,3,8,4,10,2,2,0,0,0,0,0,0,2,4,8,2,0
1930.1562,704980,1930,2,27,0,2,9,13,6,0,0,0,0,0,0,0,0,2,8,12,4,0
1930.1589,704980,1930,2,28,0,3,11,9,4,0,0,0,0,0,0,0,0,2,3,9,4,1
1930.1616,704980,1930,3,1,0,8,5,4,1,0,0,0,0,0,0,0,0,1,9,9,9,0
1930.1644,704980,1930,3,2,1,1,4,3,1,0,0,0,0,0,0,0,0,1,7,16,7,0
1930.1671,704980,1930,3,3,0,1,7,3,1,0,0,0,0,0,0,0,0,5,16,14,4,0
1930.1699,704980,1930,3,4,0,2,0,0,3,0,0,0,0,0,0,0,5,13,11,13,3,0
1930.1726,704980,1930,3,5,0,1,5,9,3,0,0,0,0,0,0,0,8,18,19,8,2,0
1930.1753,704980,1930,3,6,0,2,14,6,2,0,0,0,0,0,2,0,0,0,1,1,1,0
1930.1781,704980,1930,3,7,0,5,3,6,1,0,0,0,0,0,0,0,1,0,2,8,4,0
1930.1808,704980,1930,3,8,1,5,10,6,3,2,0,0,0,0,0,0,0,0,7,4,1,0
1930.1836,704990,1930,3,9,0,4,3,4,0,0,0,0,0,0,0,0,0,5,8,6,3,0
1930.1863,704990,1930,3,10,0,1,9,5,6,4,0,0,0,0,0,0,3,1,4,7,0,0
1930.1918,704990,1930,3,12,0,7,18,13,7,0,0,0,0,0,0,0,0,0,4,12,3,1
1930.1945,704990,1930,3,13,2,7,8,1,0,0,0,0,0,0,0,0,0,2,0,4,3,0
1930.1973,704990,1930,3,14,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
1930.2,704990,1930,3,15,0,4,2,2,0,0,0,0,0,0,0,4,4,10,6,7,6,0
1930.5808,705130,1930,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930.6192,705140,1930,8,15,0,2,4,3,1,0,0,0,0,0,0,0,2,1,5,3,0,0
1930.6219,705150,1930,8,16,0,5,3,7,8,0,0,0,0,0,0,0,0,0,4,11,0,0
1930.6247,705150,1930,8,17,0,6,10,4,1,0,0,1,2,0,0,0,0,0,5,7,0,0
1930.6274,705150,1930,8,18,1,6,5,0,0,0,0,0,0,0,0,0,2,5,9,7,3,0
1930.6301,705150,1930,8,19,0,0,5,2,0,0,4,0,0,0,0,0,0,2,6,9,9,0
1930.6329,705150,1930,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,1,0
1930.6356,705150,1930,8,21,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,5,2,0
1930.6384,705150,1930,8,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0
1930.6411,705150,1930,8,23,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,4,5,0
1930.6438,705150,1930,8,24,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,11,7,0
1930.6466,705160,1930,8,25,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,7,2,0
1930.6493,705160,1930,8,26,0,2,3,0,1,2,0,0,0,0,0,0,0,6,9,0,0,0
1930.6521,705160,1930,8,27,0,1,1,7,0,1,0,0,0,0,0,0,4,5,1,1,0,0
1930.6548,705160,1930,8,28,0,2,7,8,6,0,0,0,0,0,0,0,1,0,0,0,3,0
1930.6575,705160,1930,8,29,1,3,15,11,0,0,0,0,0,0,0,0,0,0,2,6,1,0
1930.6603,705160,1930,8,30,1,9,4,2,0,0,0,0,0,0,0,0,0,2,4,4,0,0
1930.663,705160,1930,8,31,0,1,4,6,1,0,0,0,0,0,0,0,0,0,1,3,3,0
1930.6658,705160,1930,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,2,2
1930.6685,705160,1930,9,2,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,10,12,0
1930.6712,705160,1930,9,3,0,1,9,4,3,0,0,0,0,0,0,0,0,1,8,18,2,0
1930.674,705160,1930,9,4,0,6,4,5,0,0,0,0,0,0,0,0,0,7,11,8,2,0
1930.6767,705170,1930,9,5,0,7,4,0,0,0,0,0,0,0,0,0,0,2,6,3,3,1
1930.6795,705170,1930,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,11,4,0
1930.6822,705170,1930,9,7,0,2,1,7,0,0,0,0,0,0,0,0,1,2,4,5,0,0
1930.6877,705170,1930,9,9,0,3,7,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1930.6904,705170,1930,9,10,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0
1930.6932,705170,1930,9,11,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1930.6959,705170,1930,9,12,0,2,11,12,6,2,0,0,0,0,0,0,0,0,4,2,1,0
1930.6986,705170,1930,9,13,2,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1930.7014,705180,1930,9,14,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
1930.7041,705180,1930,9,15,1,2,3,7,1,0,0,0,0,0,0,0,0,0,8,8,6,0
1930.7068,705180,1930,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.0384,705300,1931,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.1233,705330,1931,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0
1931.126,705330,1931,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,11,1,0
1931.1315,705330,1931,2,18,0,1,3,3,4,2,0,0,0,0,0,0,2,0,1,2,2,0
1931.1452,705340,1931,2,23,0,1,1,3,4,6,0,0,0,0,0,0,0,0,0,2,7,0
1931.1479,705340,1931,2,24,1,1,5,13,13,0,0,0,0,0,0,0,0,2,3,4,1,0
1931.1507,705340,1931,2,25,0,8,17,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.1589,705340,1931,2,28,0,0,8,5,1,5,1,0,0,0,0,0,0,4,1,1,0,0
1931.1616,705340,1931,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1931.1644,705340,1931,3,2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,5,11,0
1931.189,705350,1931,3,11,0,0,2,10,6,0,0,0,0,0,0,0,0,2,7,3,3,0
1931.1918,705350,1931,3,12,0,5,9,6,0,0,0,0,0,0,0,0,0,1,2,4,0,0
1931.1945,705360,1931,3,13,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.1973,705360,1931,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,10,0
1931.2,705360,1931,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,0,0
1931.2027,705360,1931,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.5808,705500,1931,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.6192,705510,1931,8,15,0,2,5,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0
1931.6219,705510,1931,8,16,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1931.6247,705510,1931,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0
1931.6274,705510,1931,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0
1931.6301,705510,1931,8,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0
1931.6329,705520,1931,8,20,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931.6356,705520,1931,8,21,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1931.6384,705520,1931,8,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0
1931.6438,705520,1931,8,24,0,2,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0
1931.6466,705520,1931,8,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0
1931.6521,705520,1931,8,27,0,0,3,1,1,0,0,0,0,1,0,0,0,0,2,4,1,0
1931.6548,705520,1931,8,28,0,0,0,2,0,0,0,0,0,0,0,3,1,6,0,8,3,0
1931.6575,705520,1931,8,29,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,1,3,0
1931.663,705530,1931,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
1931.6685,705530,1931,9,2,0,7,7,3,0,0,0,0,0,0,0,0,0,0,6,0,4,1
1931.6712,705530,1931,9,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,6,5,0
1931.674,705530,1931,9,4,0,1,1,3,0,0,0,0,0,0,0,0,0,1,7,2,0,0
1931.6767,705530,1931,9,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1931.6822,705530,1931,9,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
1931.6849,705530,1931,9,8,0,9,4,8,2,0,0,0,0,0,0,0,0,3,6,3,0,0
1931.6877,705540,1931,9,9,0,1,5,5,0,3,0,0,0,0,0,0,1,0,0,0,2,0
1931.6904,705540,1931,9,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1931.6959,705540,1931,9,12,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1931.6986,705540,1931,9,13,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1931.7014,705540,1931,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0
1931.7041,705540,1931,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
1932,705650,1932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.0847,705680,1932,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.123,705690,1932,2,15,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.1257,705700,1932,2,16,1,4,0,0,1,0,0,0,1,1,2,0,0,0,1,7,1,0
1932.1284,705700,1932,2,17,0,0,1,1,1,0,0,0,0,0,0,0,3,0,1,2,0,0
1932.1311,705700,1932,2,18,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0
1932.1339,705700,1932,2,19,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0
1932.1366,705700,1932,2,20,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1932.1393,705700,1932,2,21,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.1421,705700,1932,2,22,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
1932.1557,705710,1932,2,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.1585,705710,1932,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
1932.1612,705710,1932,2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0
1932.1639,705710,1932,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0
1932.1667,705710,1932,3,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0
1932.1694,705710,1932,3,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
1932.1721,705710,1932,3,4,1,1,4,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0
1932.1749,705710,1932,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1932.1776,705710,1932,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1932.1803,705720,1932,3,7,0,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1932.1885,705720,1932,3,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.1913,705720,1932,3,11,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.194,705720,1932,3,12,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932.1967,705720,1932,3,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.1995,705720,1932,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1932.2022,705720,1932,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1932.2049,705720,1932,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6202,705880,1932,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1932.6257,705880,1932,8,17,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6284,705880,1932,8,18,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0
1932.6311,705880,1932,8,19,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1932.6339,705880,1932,8,20,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
1932.6366,705880,1932,8,21,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1932.6393,705880,1932,8,22,0,1,2,4,0,1,2,1,1,0,0,0,1,0,0,3,0,0
1932.6421,705880,1932,8,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,4,1
1932.6448,705880,1932,8,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,13,1,0
1932.6475,705890,1932,8,25,0,1,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6503,705890,1932,8,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.653,705890,1932,8,27,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6557,705890,1932,8,28,0,0,2,2,9,1,0,0,0,0,0,0,0,0,2,2,0,0
1932.6585,705890,1932,8,29,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1932.6612,705890,1932,8,30,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6639,705890,1932,8,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1932.6694,705890,1932,9,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
1932.6721,705900,1932,9,3,0,0,8,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1932.6749,705900,1932,9,4,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1932.6776,705900,1932,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1932.6803,705900,1932,9,6,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932.6831,705900,1932,9,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1932.6858,705900,1932,9,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1932.6885,705900,1932,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1932.6913,705900,1932,9,10,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
1932.694,705900,1932,9,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1932.6967,705900,1932,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1932.7022,705910,1932,9,14,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1932.7049,705910,1932,9,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1933,706020,1933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.0849,706050,1933,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1233,706060,1933,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1933.126,706060,1933,2,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1933.1288,706060,1933,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1315,706060,1933,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1342,706060,1933,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0
1933.137,706060,1933,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1397,706070,1933,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.1425,706070,1933,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1452,706070,1933,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1933.1479,706070,1933,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
1933.1507,706070,1933,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1933.1534,706070,1933,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.1562,706070,1933,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0
1933.1589,706070,1933,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1616,706070,1933,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,7,0
1933.1644,706080,1933,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,6,15,5,3,0
1933.1671,706080,1933,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
1933.1699,706080,1933,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1726,706080,1933,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1753,706080,1933,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1933.1781,706080,1933,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1808,706080,1933,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1836,706080,1933,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1863,706080,1933,3,10,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.189,706080,1933,3,11,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1918,706080,1933,3,12,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.1945,706090,1933,3,13,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1933.1973,706090,1933,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1933.2,706090,1933,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1933.2027,706090,1933,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6192,706240,1933,8,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1933.6219,706240,1933,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1933.6247,706240,1933,8,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.6274,706240,1933,8,18,0,1,4,0,0,0,0,0,0,0,1,2,0,0,3,5,0,0
1933.6301,706240,1933,8,19,0,0,1,2,0,0,0,0,2,2,0,0,0,3,0,1,0,0
1933.6329,706250,1933,8,20,0,0,3,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0
1933.6356,706250,1933,8,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1933.6384,706250,1933,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6411,706250,1933,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1933.6438,706250,1933,8,24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,5,0,0
1933.6466,706250,1933,8,25,0,0,2,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0
1933.6493,706250,1933,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6521,706250,1933,8,27,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1933.6548,706250,1933,8,28,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1933.6575,706260,1933,8,29,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1933.6603,706260,1933,8,30,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0
1933.663,706260,1933,8,31,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1933.6658,706260,1933,9,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,0
1933.6685,706260,1933,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1933.6712,706260,1933,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0
1933.674,706260,1933,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
1933.6767,706260,1933,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1933.6795,706260,1933,9,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1933.6822,706260,1933,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1933.6849,706260,1933,9,8,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6877,706270,1933,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
