Fractional Year,,Year,Month,Day,"-90,-80","-80,-70","-70,-60","-60,-50","-50,-40","-40,-30","-30,-20","-20,-10","-10,0","0,10","10,20","20,30","30,40","40,50","50,60","60,70","70,80","80,90"
1933.6904,706270,1933,9,10,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6932,706270,1933,9,11,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0
1933.6959,706270,1933,9,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.6986,706270,1933,9,13,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1933.7014,706270,1933,9,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.7041,706270,1933,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1933.7068,706270,1933,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1933.7123,706280,1933,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1933.7178,706280,1933,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1933.726,706280,1933,9,23,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0
1933.7288,706280,1933,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1933.7315,706280,1933,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.7342,706280,1933,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.737,706280,1933,9,27,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933.7397,706280,1933,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1933.7425,706290,1933,9,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
1933.7452,706290,1933,9,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
1933.7479,706290,1933,10,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.7507,706290,1933,10,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.7562,706290,1933,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1933.7589,706290,1933,10,5,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0
1933.7616,706290,1933,10,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1933.7644,706290,1933,10,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1933.7671,706300,1933,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0
1933.7726,706300,1933,10,10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1933.7753,706300,1933,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933.7836,706300,1933,10,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1933.7863,706300,1933,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
1934.1233,706420,1934,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1934.126,706430,1934,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1288,706430,1934,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1315,706430,1934,2,18,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1934.1342,706430,1934,2,19,0,0,1,11,2,0,0,2,0,0,0,0,0,0,1,0,0,0
1934.137,706430,1934,2,20,0,2,12,7,1,0,0,0,2,2,3,1,0,0,0,0,0,0
1934.1397,706430,1934,2,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1425,706430,1934,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1452,706430,1934,2,23,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
1934.1479,706430,1934,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1507,706440,1934,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1934.1534,706440,1934,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
1934.1562,706440,1934,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0
1934.1589,706440,1934,2,28,0,3,3,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0
1934.1616,706440,1934,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1644,706440,1934,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
1934.1671,706440,1934,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1934.1699,706440,1934,3,4,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0
1934.1726,706440,1934,3,5,0,0,0,3,3,5,5,2,0,0,1,1,0,0,2,0,0,0
1934.1753,706440,1934,3,6,0,2,2,2,7,4,1,0,3,3,1,2,1,1,1,0,0,2
1934.1781,706440,1934,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1934.1808,706450,1934,3,8,0,5,9,0,0,0,0,0,0,0,2,0,1,0,10,0,0,0
1934.1836,706450,1934,3,9,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0
1934.1863,706450,1934,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0
1934.189,706450,1934,3,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1934.1918,706450,1934,3,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1934.1945,706450,1934,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.1973,706450,1934,3,14,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.2,706450,1934,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6192,706610,1934,8,15,0,6,3,6,3,3,1,1,2,0,0,2,2,1,0,0,0,0
1934.6219,706610,1934,8,16,0,2,3,8,9,5,0,2,1,0,1,0,0,0,0,0,0,0
1934.6247,706610,1934,8,17,0,1,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6274,706610,1934,8,18,0,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6301,706610,1934,8,19,0,4,9,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1934.6329,706610,1934,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6356,706610,1934,8,21,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1934.6384,706610,1934,8,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1934.6411,706610,1934,8,23,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0
1934.6438,706620,1934,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
1934.6466,706620,1934,8,25,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
1934.6493,706620,1934,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6521,706620,1934,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6548,706620,1934,8,28,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1934.6575,706620,1934,8,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6603,706620,1934,8,30,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1934.663,706620,1934,8,31,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
1934.6658,706620,1934,9,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,6,10,0,0
1934.6685,706620,1934,9,2,0,0,5,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0
1934.6712,706620,1934,9,3,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,3,0,0
1934.674,706630,1934,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
1934.6767,706630,1934,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0
1934.6795,706630,1934,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0
1934.6822,706630,1934,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
1934.6849,706630,1934,9,8,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1934.6877,706630,1934,9,9,0,1,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0
1934.6904,706630,1934,9,10,0,0,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6932,706630,1934,9,11,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6959,706630,1934,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.6986,706640,1934,9,13,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0
1934.7014,706640,1934,9,14,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1934.7041,706640,1934,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,706740,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.0849,706780,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1233,706790,1935,2,15,0,0,2,1,0,0,0,0,0,0,0,0,0,1,14,3,0,0
1935.126,706790,1935,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0
1935.1288,706790,1935,2,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
1935.1315,706790,1935,2,18,0,0,0,4,3,2,0,0,0,0,1,0,0,0,1,4,1,0
1935.1342,706790,1935,2,19,0,2,5,3,1,0,0,0,0,0,0,0,0,2,2,1,1,0
1935.137,706800,1935,2,20,0,3,6,5,0,0,0,0,0,0,0,0,0,0,5,1,5,0
1935.1397,706800,1935,2,21,0,5,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0
1935.1425,706800,1935,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1452,706800,1935,2,23,0,0,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1479,706800,1935,2,24,0,6,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1935.1507,706800,1935,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1534,706800,1935,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1562,706800,1935,2,27,0,1,1,0,0,0,0,0,0,0,0,0,0,2,18,12,2,0
1935.1589,706800,1935,2,28,0,0,4,1,3,0,0,0,0,0,0,0,1,10,12,0,1,0
1935.1616,706800,1935,3,1,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1644,706800,1935,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1671,706810,1935,3,3,0,1,6,4,1,1,0,0,0,0,0,0,0,0,2,3,1,0
1935.1699,706810,1935,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
1935.1726,706810,1935,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1753,706810,1935,3,6,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0
1935.1781,706810,1935,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.1808,706810,1935,3,8,0,1,10,12,10,0,0,0,0,0,0,0,0,0,3,3,0,0
1935.1836,706810,1935,3,9,0,5,9,5,1,0,0,0,0,0,0,0,0,0,1,0,7,0
1935.1863,706810,1935,3,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0
1935.189,706810,1935,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1935.1918,706820,1935,3,12,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0
1935.1945,706820,1935,3,13,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
1935.1973,706820,1935,3,14,1,4,2,3,0,0,0,0,0,0,0,0,0,0,2,2,4,0
1935.2,706820,1935,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.5808,706960,1935,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.6192,706970,1935,8,15,0,2,9,5,9,1,0,0,0,0,0,0,0,1,9,5,1,0
1935.6219,706970,1935,8,16,1,5,5,10,8,9,2,0,0,0,0,0,0,3,6,1,0,0
1935.6247,706970,1935,8,17,0,4,8,7,4,3,2,0,0,0,0,0,0,3,0,0,0,0
1935.6274,706970,1935,8,18,1,10,7,4,9,6,0,0,0,0,0,0,2,0,0,2,1,0
1935.6301,706980,1935,8,19,1,4,5,8,4,0,0,0,0,0,0,0,0,0,4,0,1,0
1935.6329,706980,1935,8,20,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1
1935.6356,706980,1935,8,21,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,11,5,0
1935.6384,706980,1935,8,22,0,0,0,3,1,1,0,0,0,0,0,0,0,7,7,5,0,0
1935.6411,706980,1935,8,23,0,0,13,11,7,1,0,0,0,0,0,1,10,9,6,2,0,0
1935.6438,706980,1935,8,24,0,5,7,10,0,0,0,0,0,0,0,1,2,2,0,2,0,0
1935.6466,706980,1935,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.6493,706980,1935,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.6521,706980,1935,8,27,0,0,2,2,0,0,0,0,0,0,0,0,0,6,12,6,0,0
1935.6548,706980,1935,8,28,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.6575,706980,1935,8,29,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,3,2,0
1935.6603,706990,1935,8,30,0,1,5,11,7,0,0,0,0,0,0,0,0,0,0,11,3,0
1935.663,706990,1935,8,31,0,3,4,6,3,0,0,0,0,0,0,0,0,2,9,7,3,0
1935.6658,706990,1935,9,1,0,1,2,0,1,1,0,0,0,0,0,0,0,4,4,5,4,1
1935.6685,706990,1935,9,2,0,0,1,3,0,0,0,0,0,0,0,0,0,5,11,10,3,0
1935.6712,706990,1935,9,3,0,0,3,4,4,0,3,0,0,0,0,0,8,10,6,9,0,0
1935.674,706990,1935,9,4,0,0,3,3,1,2,0,0,0,0,0,0,2,1,3,1,4,0
1935.6767,706990,1935,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935.6795,706990,1935,9,6,0,7,8,0,0,0,0,0,0,0,0,0,0,7,4,5,7,0
1935.6822,706990,1935,9,7,2,6,4,6,1,0,0,0,0,0,2,1,3,3,4,13,6,0
1935.6849,707000,1935,9,8,1,5,4,4,5,3,0,0,0,0,2,1,4,8,8,7,0,0
1935.6877,707000,1935,9,9,1,1,3,7,3,1,0,0,0,0,0,0,4,1,0,2,0,0
1935.6904,707000,1935,9,10,0,2,15,18,2,0,3,0,0,0,0,0,2,0,5,5,4,0
1935.6932,707000,1935,9,11,1,11,8,5,3,0,0,0,0,0,0,0,0,5,6,5,0,0
1935.6959,707000,1935,9,12,0,5,9,4,5,0,0,1,3,0,0,0,0,6,11,7,5,0
1935.6986,707000,1935,9,13,0,7,13,10,5,0,1,1,0,0,1,0,3,7,7,4,1,0
1935.7014,707000,1935,9,14,0,3,8,3,0,0,0,0,0,0,0,0,0,4,0,4,10,0
1935.7041,707000,1935,9,15,0,2,1,4,9,0,0,0,0,0,0,0,0,0,6,7,2,0
1937,707480,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.0384,707490,1937,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.0877,707510,1937,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.1233,707520,1937,2,15,0,4,5,3,0,0,0,0,0,0,0,0,0,0,6,11,5,0
1937.126,707520,1937,2,16,1,8,4,5,7,0,0,0,0,0,0,0,0,7,15,10,3,2
1937.1288,707520,1937,2,17,2,1,12,7,2,0,0,0,0,0,0,0,0,1,7,8,4,0
1937.1315,707520,1937,2,18,1,8,11,7,0,0,0,0,0,0,0,0,0,0,8,8,7,1
1937.1342,707520,1937,2,19,0,1,3,2,0,0,0,0,0,0,0,0,0,0,8,11,7,0
1937.137,707530,1937,2,20,0,2,4,5,1,0,0,0,0,0,0,0,0,1,2,8,7,0
1937.1397,707530,1937,2,21,0,2,7,2,0,0,0,0,0,0,0,0,0,2,9,12,11,0
1937.1425,707530,1937,2,22,0,6,6,3,2,0,0,0,0,0,0,0,0,3,12,12,7,0
1937.1452,707530,1937,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.1479,707530,1937,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.1507,707530,1937,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.1534,707530,1937,2,26,0,4,5,6,2,1,0,0,0,0,0,0,0,3,6,10,3,0
1937.1562,707530,1937,2,27,0,3,8,10,8,1,0,0,0,0,0,0,0,4,3,6,4,0
1937.1616,707540,1937,3,1,0,7,3,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0
1937.1644,707540,1937,3,2,0,6,9,16,7,1,0,0,0,0,0,0,0,2,3,3,2,0
1937.1671,707540,1937,3,3,0,6,14,10,6,1,0,0,0,0,0,0,2,2,2,5,7,0
1937.1699,707540,1937,3,4,1,5,9,7,5,0,0,0,0,0,0,0,0,0,7,6,3,0
1937.1726,707540,1937,3,5,0,3,12,7,0,0,0,0,0,0,0,0,0,1,2,7,6,1
1937.1753,707540,1937,3,6,2,8,16,13,7,0,0,0,0,0,0,0,0,1,10,10,6,1
1937.1781,707540,1937,3,7,0,5,9,0,0,0,0,0,0,0,0,0,0,1,8,5,1,1
1937.1808,707540,1937,3,8,2,11,5,2,4,0,0,0,0,0,0,0,0,4,5,5,4,0
1937.1836,707540,1937,3,9,0,1,3,6,4,1,0,0,0,0,0,0,0,0,6,7,2,1
1937.1863,707540,1937,3,10,0,1,8,6,3,1,0,0,0,0,0,0,0,10,5,5,3,0
1937.189,707540,1937,3,11,1,7,2,2,0,0,0,0,0,0,0,0,0,0,4,4,3,0
1937.1918,707550,1937,3,12,0,1,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.1945,707550,1937,3,13,0,2,6,2,2,1,0,0,0,0,0,0,0,0,5,0,0,0
1937.1973,707550,1937,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.2,707550,1937,3,15,0,5,8,6,1,3,0,0,0,0,0,0,0,1,5,7,4,1
1937.2027,707550,1937,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.6192,707700,1937,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937.6438,707710,1937,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
